<<<<<<< HEAD
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
4.0,6.0,12.0,13.5,14.0,10.125,3.855
4.0,6.5,9.5,12.0,15.0,9.375,3.462
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
37.0,42.5,53.5,101.5,144.0,72.0,42.291
=======
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
45.0,50.0,58.5,110.5,155.0,79.75,43.17
43.0,48.5,65.0,110.0,158.0,81.0,43.431
39.0,51.0,58.5,105.5,151.0,77.5,42.154
37.0,52.0,56.0,102.0,145.0,75.25,39.255
42.0,44.0,54.0,103.0,149.0,74.125,41.712
>>>>>>> b5781e05ab94eccfed1815df2cd44f022d2516a8
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,3.0,0.55,0.865
0.0,0.0,0.5,1.0,4.0,0.75,0.994
0.0,0.0,0.0,1.0,2.0,0.5,0.592
0.0,0.0,0.0,1.0,2.0,0.5,0.742
0.0,0.0,0.0,1.0,2.0,0.5,0.671
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,3.0,0.6,0.86
0.0,0.0,0.5,1.0,2.0,0.65,0.726
0.0,0.0,0.0,1.0,2.0,0.5,0.592
0.0,0.0,0.5,1.0,3.0,0.7,0.843
0.0,0.0,1.0,1.5,4.0,0.95,1.023
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,2.0,0.55,0.63
0.0,0.0,0.0,1.0,1.0,0.35,0.477
0.0,0.0,0.0,1.0,2.0,0.5,0.592
0.0,0.0,0.0,1.0,3.0,0.35,0.614
0.0,0.0,0.0,1.0,3.0,0.425,0.703
0.0,0.0,0.0,1.0,2.0,0.375,0.533
0.0,0.0,0.0,1.0,2.0,0.475,0.591
0.0,0.0,0.0,1.0,2.0,0.5,0.671
0.0,0.0,0.0,1.0,2.0,0.475,0.632
0.0,0.0,0.5,1.0,2.0,0.55,0.589
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,2.0,0.55,0.74
0.0,0.0,0.0,0.5,2.0,0.3,0.557
0.0,0.0,0.0,1.0,2.0,0.6,0.735
0.0,0.0,0.0,1.0,2.0,0.5,0.671
0.0,0.0,0.0,1.0,2.0,0.4,0.663
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,3.0,0.45,0.74
0.0,0.0,1.0,1.0,3.0,0.8,0.812
0.0,0.0,0.0,1.0,4.0,0.75,1.043
0.0,0.0,0.0,1.0,3.0,0.6,0.917
0.0,0.0,1.0,1.0,2.0,0.65,0.654
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,2.0,0.55,0.669
0.0,0.0,0.0,1.0,2.0,0.4,0.583
0.0,0.0,0.0,1.0,1.0,0.35,0.477
0.0,0.0,0.0,0.0,2.0,0.25,0.536
0.0,0.0,0.0,1.0,1.0,0.35,0.477
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.5,1.0,4.0,0.75,0.994
0.0,0.0,0.0,1.0,4.0,0.575,0.803
0.0,0.0,0.0,1.0,4.0,0.5,0.742
0.0,0.0,0.0,1.0,4.0,0.525,0.758
0.0,0.0,0.0,1.0,4.0,0.5,0.755
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.0,1.0,2.0,0.45,0.589
0.0,0.0,0.0,1.0,2.0,0.45,0.589
0.0,0.0,0.0,1.0,2.0,0.5333333333333333,0.645
0.0,0.0,0.0,1.0,3.0,0.5,0.671
0.0,0.0,0.0,1.0,3.0,0.47,0.655
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.5,1.0,3.0,0.8,0.98
0.0,0.0,0.0,1.0,3.0,0.625,0.886
0.0,0.0,0.5,1.0,4.0,0.7,0.881
0.0,0.0,0.0,1.0,4.0,0.6625,0.836
0.0,0.0,0.0,1.0,4.0,0.57,0.791
(min) (first quartile) (median) (third quartile) (max) (average) (deviation)
0.0,0.0,0.5,1.0,3.0,0.7,0.843
0.0,0.0,0.0,1.0,3.0,0.6,0.735
0.0,0.0,0.0,1.0,3.0,0.5833333333333334,0.69
0.0,0.0,0.0,1.0,3.0,0.5375,0.688
0.0,0.0,0.0,1.0,3.0,0.52,0.685
